epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,812.791,1.75924,1.82389,1.59989,0.24977,0.21618,0.15228,0.04476,2.72939,3.3277,2.66173,0.000684022,0.000684022,0.000684022
27,843.445,1.78227,1.82295,1.60478,0.19005,0.2243,0.16852,0.04748,2.63786,3.15504,2.54789,0.000675023,0.000675023,0.000675023
28,874.363,1.74913,1.75545,1.58708,0.18432,0.24529,0.15115,0.05098,2.56283,3.35788,2.52982,0.000666024,0.000666024,0.000666024
29,905.101,1.72611,1.75293,1.58308,0.31062,0.23613,0.17982,0.0527,2.64333,3.23785,2.60274,0.000657025,0.000657025,0.000657025
30,935.701,1.7392,1.77661,1.60472,0.16598,0.20803,0.12879,0.04442,2.62732,3.3058,2.56911,0.000648026,0.000648026,0.000648026
31,966.946,1.72443,1.71795,1.58385,0.29241,0.17744,0.17202,0.054,2.61538,3.28282,2.60606,0.000639027,0.000639027,0.000639027
32,998.055,1.72961,1.71598,1.56835,0.21345,0.19362,0.14619,0.04323,2.72878,3.24703,2.73225,0.000630028,0.000630028,0.000630028
33,1029.31,1.69939,1.73188,1.57115,0.1996,0.23734,0.18041,0.06162,2.60524,3.10522,2.60313,0.000621029,0.000621029,0.000621029
34,1060.31,1.69415,1.68461,1.55802,0.2367,0.18488,0.16542,0.04954,2.66097,3.39128,2.64116,0.00061203,0.00061203,0.00061203
35,1090.05,1.68508,1.67539,1.5653,0.2157,0.21524,0.15575,0.04859,2.75294,3.3262,2.73344,0.000603031,0.000603031,0.000603031
36,1119.55,1.66292,1.63793,1.55125,0.32157,0.16263,0.17338,0.0548,2.66191,3.50478,2.67503,0.000594031,0.000594031,0.000594031
37,1149.4,1.65982,1.65309,1.54305,0.22653,0.19403,0.16776,0.05717,2.66725,3.46797,2.62879,0.000585032,0.000585032,0.000585032
38,1179,1.66248,1.60048,1.53499,0.26805,0.19642,0.16182,0.04718,2.71558,3.42946,2.66495,0.000576033,0.000576033,0.000576033
39,1208.52,1.63889,1.60753,1.5334,0.23957,0.22078,0.16534,0.05098,2.63809,3.31858,2.65981,0.000567034,0.000567034,0.000567034
40,1238.19,1.62744,1.56203,1.5246,0.22571,0.24447,0.17647,0.05663,2.74562,3.07626,2.77904,0.000558035,0.000558035,0.000558035
41,1267.74,1.6433,1.57436,1.5345,0.2651,0.22795,0.15851,0.05999,2.74701,3.41901,2.69917,0.000549036,0.000549036,0.000549036
42,1297.53,1.61262,1.52814,1.51297,0.26557,0.2148,0.17088,0.05455,2.72514,3.35817,2.6634,0.000540037,0.000540037,0.000540037
43,1327.05,1.60196,1.53041,1.4928,0.2913,0.16773,0.16037,0.05365,2.6842,3.40158,2.70169,0.000531038,0.000531038,0.000531038
44,1356.55,1.57523,1.4969,1.49581,0.24794,0.23763,0.17476,0.06257,2.69672,3.20825,2.71225,0.000522039,0.000522039,0.000522039
45,1386.18,1.59807,1.48874,1.49206,0.2449,0.25012,0.18549,0.05497,2.76322,3.26999,2.8416,0.00051304,0.00051304,0.00051304
46,1417.04,1.57951,1.48298,1.4853,0.26122,0.19016,0.16668,0.04685,2.8521,3.29351,2.86624,0.00050404,0.00050404,0.00050404
47,1447.4,1.56448,1.45732,1.47075,0.27821,0.18311,0.18748,0.05683,2.81994,3.242,2.89083,0.000495041,0.000495041,0.000495041
48,1478.72,1.55688,1.45696,1.47848,0.20186,0.17508,0.14455,0.04022,2.85766,3.45629,2.92017,0.000486042,0.000486042,0.000486042
49,1509.5,1.56149,1.45224,1.46355,0.27531,0.18653,0.17297,0.05085,2.75576,3.28705,2.90047,0.000477043,0.000477043,0.000477043
50,1540.02,1.5459,1.43388,1.46015,0.19035,0.19889,0.13882,0.04916,2.74797,3.45349,2.75246,0.000468044,0.000468044,0.000468044
51,1571.06,1.52846,1.4161,1.44626,0.25711,0.19432,0.17214,0.05196,2.77466,3.29684,2.89493,0.000459045,0.000459045,0.000459045
52,1601.58,1.54081,1.41052,1.46323,0.26841,0.1744,0.17399,0.05749,2.78521,3.30169,2.90116,0.000450046,0.000450046,0.000450046
53,1631.26,1.54185,1.39634,1.45808,0.22054,0.21457,0.16327,0.05167,2.70974,3.42036,2.80626,0.000441047,0.000441047,0.000441047
54,1660.99,1.50404,1.37336,1.43235,0.21743,0.24457,0.16701,0.049,2.81952,3.36603,2.90246,0.000432048,0.000432048,0.000432048
55,1690.5,1.50427,1.35379,1.43808,0.26263,0.20356,0.159,0.05209,2.80049,3.54216,2.91557,0.000423049,0.000423049,0.000423049
56,1720.41,1.51659,1.35244,1.42849,0.25271,0.22682,0.18367,0.05442,2.75803,3.32419,2.86481,0.000414049,0.000414049,0.000414049
57,1750.42,1.4942,1.35837,1.42857,0.3745,0.15479,0.18277,0.05613,2.87384,3.30646,2.97099,0.00040505,0.00040505,0.00040505
58,1780.19,1.4731,1.29663,1.42037,0.37811,0.20199,0.20681,0.05977,2.84531,3.37305,2.9354,0.000396051,0.000396051,0.000396051
59,1809.72,1.48584,1.31595,1.4158,0.25318,0.23834,0.17244,0.0498,2.86134,3.33958,3.00368,0.000387052,0.000387052,0.000387052
60,1839.3,1.47602,1.30241,1.4148,0.28019,0.19708,0.18102,0.05129,2.87304,3.37251,2.99986,0.000378053,0.000378053,0.000378053
61,1868.75,1.43844,1.29772,1.39803,0.26271,0.20693,0.1971,0.05852,2.84985,3.36087,2.95131,0.000369054,0.000369054,0.000369054
62,1898.19,1.45299,1.27212,1.39296,0.30115,0.17935,0.18699,0.05263,2.88829,3.36466,3.07418,0.000360055,0.000360055,0.000360055
63,1927.6,1.45274,1.25938,1.39952,0.29944,0.17055,0.17257,0.05191,2.83788,3.58827,2.93984,0.000351056,0.000351056,0.000351056
64,1957,1.4329,1.25301,1.39414,0.29676,0.22475,0.18455,0.06037,2.77588,3.3167,2.88726,0.000342057,0.000342057,0.000342057
65,1986.42,1.43471,1.25123,1.39187,0.29068,0.22786,0.19399,0.05618,2.80065,3.33198,2.9695,0.000333058,0.000333058,0.000333058
66,2015.89,1.4571,1.23512,1.39318,0.30345,0.22219,0.19404,0.05689,2.83662,3.54581,2.92539,0.000324058,0.000324058,0.000324058
67,2045.28,1.41585,1.22866,1.37484,0.37652,0.17348,0.1912,0.06205,2.76166,3.69079,2.92751,0.000315059,0.000315059,0.000315059
68,2074.8,1.41702,1.23316,1.37768,0.28121,0.20697,0.19423,0.0604,2.82927,3.57647,2.99219,0.00030606,0.00030606,0.00030606
69,2105.27,1.4075,1.20681,1.36691,0.27273,0.18131,0.16649,0.05529,2.91518,3.56245,3.09656,0.000297061,0.000297061,0.000297061
70,2134.61,1.35965,1.17323,1.35009,0.37093,0.21217,0.20655,0.05814,2.85195,3.38602,3.0159,0.000288062,0.000288062,0.000288062
71,2164.08,1.37552,1.18557,1.35205,0.32663,0.17772,0.18721,0.05605,2.88357,3.48742,3.07538,0.000279063,0.000279063,0.000279063
72,2193.62,1.39362,1.21508,1.3679,0.30909,0.21686,0.20439,0.066,2.8194,3.48351,3.00926,0.000270064,0.000270064,0.000270064
73,2222.93,1.37566,1.1615,1.34399,0.2546,0.24002,0.17762,0.06052,2.86896,3.39324,3.08817,0.000261065,0.000261065,0.000261065
74,2252.55,1.37138,1.15543,1.3423,0.28661,0.23025,0.20353,0.06307,2.89259,3.43133,3.0696,0.000252066,0.000252066,0.000252066
75,2281.8,1.37138,1.15673,1.34196,0.27586,0.23707,0.19939,0.06127,2.85071,3.34862,3.07348,0.000243067,0.000243067,0.000243067
76,2311.3,1.35482,1.14982,1.33136,0.24877,0.2092,0.17656,0.0559,2.85089,3.48228,3.01425,0.000234068,0.000234068,0.000234068
77,2340.91,1.35293,1.15797,1.33791,0.28447,0.21381,0.18949,0.05994,2.84756,3.53219,3.01255,0.000225068,0.000225068,0.000225068
78,2370.45,1.32285,1.11385,1.30168,0.30019,0.25375,0.20945,0.06578,2.84959,3.4466,3.03627,0.000216069,0.000216069,0.000216069
79,2399.91,1.34932,1.11652,1.33392,0.29938,0.21607,0.19204,0.06361,2.85205,3.52892,3.0581,0.00020707,0.00020707,0.00020707
80,2429.51,1.33016,1.11053,1.32307,0.26024,0.23307,0.17869,0.05749,2.85677,3.42824,3.04565,0.000198071,0.000198071,0.000198071
81,2458.87,1.31712,1.10919,1.30107,0.28874,0.19513,0.19669,0.05663,2.8966,3.50787,3.11114,0.000189072,0.000189072,0.000189072
82,2488.44,1.31109,1.09794,1.30723,0.33087,0.17517,0.19232,0.06108,2.87413,3.45709,3.11043,0.000180073,0.000180073,0.000180073
83,2518.02,1.32349,1.09386,1.3131,0.24088,0.21614,0.18737,0.06079,2.90805,3.57931,3.16884,0.000171074,0.000171074,0.000171074
84,2547.7,1.30567,1.079,1.30662,0.22763,0.22674,0.16643,0.05269,2.88234,3.55465,3.1186,0.000162075,0.000162075,0.000162075
85,2577.25,1.30585,1.09888,1.30562,0.29448,0.19218,0.19458,0.06298,2.91151,3.41649,3.14004,0.000153076,0.000153076,0.000153076
86,2606.85,1.31099,1.08079,1.29788,0.24467,0.21845,0.19253,0.05907,2.90969,3.52424,3.09612,0.000144077,0.000144077,0.000144077
87,2636.52,1.2928,1.06363,1.29276,0.33799,0.18861,0.18999,0.06355,2.90623,3.51628,3.13051,0.000135077,0.000135077,0.000135077
88,2667.07,1.2735,1.05913,1.28454,0.33414,0.1996,0.19806,0.06391,2.94315,3.52267,3.18052,0.000126078,0.000126078,0.000126078
89,2696.64,1.28426,1.06814,1.28984,0.34457,0.19388,0.18978,0.06254,2.90732,3.59741,3.14352,0.000117079,0.000117079,0.000117079
90,2726.02,1.27495,1.05359,1.27663,0.36,0.20235,0.19202,0.06544,2.88788,3.56722,3.12459,0.00010808,0.00010808,0.00010808
91,2755.98,1.17428,0.87403,1.31015,0.26061,0.20139,0.17876,0.05643,2.95188,3.63402,3.21873,9.9081e-05,9.9081e-05,9.9081e-05
92,2785.27,1.13202,0.83239,1.28626,0.32998,0.18639,0.19711,0.06445,2.94307,3.60951,3.14559,9.00819e-05,9.00819e-05,9.00819e-05
93,2814.35,1.09518,0.8071,1.25338,0.3304,0.17967,0.19267,0.062,2.98271,3.67711,3.19049,8.10828e-05,8.10828e-05,8.10828e-05
94,2843.41,1.09299,0.8097,1.25507,0.28388,0.19622,0.19185,0.06684,2.9803,3.6092,3.21479,7.20837e-05,7.20837e-05,7.20837e-05
95,2872.53,1.08463,0.79689,1.25453,0.30147,0.20096,0.18016,0.06146,2.95473,3.74659,3.17857,6.30846e-05,6.30846e-05,6.30846e-05
96,2901.67,1.08267,0.78418,1.2517,0.32079,0.19354,0.18334,0.06007,2.97616,3.70632,3.22281,5.40855e-05,5.40855e-05,5.40855e-05
97,2930.58,1.06676,0.77734,1.24703,0.31979,0.19091,0.18267,0.05846,2.95555,3.70988,3.18811,4.50864e-05,4.50864e-05,4.50864e-05
98,2959.66,1.07286,0.77721,1.23198,0.35869,0.16875,0.19143,0.06361,2.97866,3.66298,3.21186,3.60873e-05,3.60873e-05,3.60873e-05
99,2988.74,1.05634,0.78198,1.23472,0.40531,0.17193,0.19426,0.06324,3.0001,3.69494,3.24045,2.70882e-05,2.70882e-05,2.70882e-05
100,3018,1.04979,0.77426,1.23883,0.31492,0.18024,0.19611,0.06498,2.96996,3.68855,3.2009,1.80891e-05,1.80891e-05,1.80891e-05
