epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,2844.39,1.65148,1.69019,1.66473,0.23296,0.2814,0.17006,0.05185,2.58812,3.06871,2.53096,9.9081e-05,9.9081e-05,9.9081e-05
92,2874.1,1.63501,1.5973,1.65821,0.25107,0.26942,0.1807,0.0563,2.60912,3.01085,2.52634,9.00819e-05,9.00819e-05,9.00819e-05
93,2903.54,1.61547,1.57049,1.64425,0.22951,0.24949,0.16553,0.05133,2.62501,3.11601,2.57134,8.10828e-05,8.10828e-05,8.10828e-05
94,2933.1,1.60145,1.55088,1.62867,0.2558,0.24375,0.16388,0.05059,2.62692,3.10123,2.56112,7.20837e-05,7.20837e-05,7.20837e-05
95,2962.58,1.58393,1.5356,1.62353,0.27029,0.21876,0.16842,0.05275,2.63982,3.10044,2.56942,6.30846e-05,6.30846e-05,6.30846e-05
96,2991.96,1.58121,1.4967,1.6148,0.21119,0.23032,0.17078,0.05216,2.63007,3.11183,2.57681,5.40855e-05,5.40855e-05,5.40855e-05
97,3021.39,1.55659,1.49442,1.61057,0.2237,0.21335,0.16093,0.05059,2.64421,3.1579,2.59129,4.50864e-05,4.50864e-05,4.50864e-05
98,3050.59,1.55613,1.47634,1.59424,0.26872,0.18148,0.16161,0.0491,2.65621,3.19216,2.60416,3.60873e-05,3.60873e-05,3.60873e-05
99,3080.03,1.55273,1.47861,1.60376,0.26255,0.20868,0.16902,0.05027,2.64867,3.13504,2.60867,2.70882e-05,2.70882e-05,2.70882e-05
100,3109.41,1.5377,1.49095,1.59685,0.27438,0.19814,0.16589,0.05098,2.65578,3.1777,2.60627,1.80891e-05,1.80891e-05,1.80891e-05
