epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,806.619,2.59873,3.98054,2.29679,0.0024,0.67284,0.01772,0.00526,2.53884,3.6465,2.40216,0.000774013,0.000774013,0.000774013
17,852.864,2.58077,3.92182,2.29884,0.83428,0.00851,0.02924,0.00968,2.55982,3.65705,2.48114,0.000765014,0.000765014,0.000765014
18,897.878,2.5896,3.89357,2.28098,0.3642,0.06931,0.02372,0.00834,2.46851,3.75537,2.39045,0.000756015,0.000756015,0.000756015
19,944.603,2.55346,3.85929,2.24983,0.71692,0.03468,0.03706,0.0099,2.46976,3.67004,2.4111,0.000747016,0.000747016,0.000747016
20,989.776,2.52238,3.78363,2.21682,0.74294,0.04016,0.0469,0.01311,2.41828,3.47205,2.30511,0.000738017,0.000738017,0.000738017
21,1036.38,2.51138,3.73478,2.22381,0.60189,0.02192,0.05095,0.01582,2.49748,3.55449,2.36857,0.000729018,0.000729018,0.000729018
22,1102.49,2.48578,3.68161,2.23347,0.72659,0.04102,0.04956,0.01729,2.44256,3.5913,2.37491,0.000720019,0.000720019,0.000720019
23,1173.22,2.50366,3.68458,2.22016,0.7583,0.04404,0.03976,0.01572,2.53446,3.68036,2.44968,0.00071102,0.00071102,0.00071102
24,1250.09,2.49272,3.57382,2.19509,0.47736,0.04595,0.06451,0.02245,2.44113,3.57113,2.42132,0.000702021,0.000702021,0.000702021
25,1308.68,2.47089,3.5849,2.20498,0.47568,0.06643,0.06132,0.02428,2.45197,3.41182,2.32739,0.000693022,0.000693022,0.000693022
26,1362.14,2.44912,3.56968,2.14916,0.43568,0.08688,0.05349,0.01794,2.44076,3.3947,2.33107,0.000684022,0.000684022,0.000684022
27,1418.19,2.45703,3.54354,2.15933,0.40376,0.06683,0.05003,0.01723,2.42903,3.36011,2.32865,0.000675023,0.000675023,0.000675023
28,1473.46,2.44134,3.44485,2.15535,0.4288,0.09425,0.08744,0.03141,2.42267,3.29899,2.31737,0.000666024,0.000666024,0.000666024
29,1525.16,2.40592,3.41092,2.13975,0.69087,0.07933,0.06987,0.02521,2.43546,3.33819,2.3535,0.000657025,0.000657025,0.000657025
30,1584.55,2.41723,3.3982,2.16229,0.25476,0.09422,0.09173,0.02757,2.39995,3.24991,2.32126,0.000648026,0.000648026,0.000648026
31,1640.32,2.39667,3.33012,2.11615,0.46551,0.06411,0.06474,0.02467,2.37285,3.27157,2.25856,0.000639027,0.000639027,0.000639027
32,1697.93,2.38729,3.35087,2.10941,0.36605,0.14296,0.08985,0.03041,2.41703,3.40545,2.29935,0.000630028,0.000630028,0.000630028
33,1751.35,2.37149,3.31989,2.10334,0.18371,0.07697,0.07727,0.02859,2.42463,3.31195,2.30076,0.000621029,0.000621029,0.000621029
34,1803.18,2.35737,3.26438,2.10681,0.28853,0.10154,0.09473,0.03237,2.36326,3.16275,2.26013,0.00061203,0.00061203,0.00061203
35,1859.96,2.37907,3.26399,2.11364,0.29603,0.09924,0.09742,0.03318,2.35352,3.13919,2.26276,0.000603031,0.000603031,0.000603031
36,1914.33,2.3229,3.17836,2.09372,0.31616,0.15831,0.10093,0.03391,2.36205,3.27253,2.26222,0.000594031,0.000594031,0.000594031
37,1972.06,2.34055,3.16486,2.10324,0.14637,0.17094,0.11745,0.04265,2.32729,3.03202,2.23257,0.000585032,0.000585032,0.000585032
38,2027.76,2.32675,3.13897,2.08537,0.31905,0.15459,0.09966,0.03375,2.33446,3.03461,2.23717,0.000576033,0.000576033,0.000576033
39,2080.47,2.32568,3.18134,2.08291,0.28268,0.11741,0.11328,0.04077,2.40441,3.12572,2.31562,0.000567034,0.000567034,0.000567034
40,2136.05,2.30217,3.09768,2.06381,0.27636,0.14188,0.13469,0.04711,2.2969,3.09404,2.22368,0.000558035,0.000558035,0.000558035
41,2191.95,2.30461,3.08716,2.06133,0.43757,0.1384,0.10954,0.04324,2.39616,3.1456,2.27913,0.000549036,0.000549036,0.000549036
42,2249.64,2.29666,3.04304,2.03596,0.49737,0.11359,0.1209,0.0435,2.35625,3.00392,2.23428,0.000540037,0.000540037,0.000540037
43,2303.11,2.27723,3.00737,2.02348,0.51134,0.099,0.11609,0.04025,2.34524,3.04837,2.22151,0.000531038,0.000531038,0.000531038
44,2358.76,2.2694,3.0112,2.04796,0.14828,0.19669,0.12232,0.04538,2.36227,3.06372,2.31042,0.000522039,0.000522039,0.000522039
45,2412.26,2.27608,2.96311,2.04506,0.143,0.15668,0.10917,0.03789,2.39219,3.10591,2.28526,0.00051304,0.00051304,0.00051304
46,2465.63,2.24894,2.94692,2.02977,0.13239,0.1545,0.13576,0.04616,2.33342,2.97947,2.25403,0.00050404,0.00050404,0.00050404
47,2517.37,2.24649,2.91171,2.01451,0.14391,0.18615,0.13353,0.04659,2.36733,3.05156,2.24069,0.000495041,0.000495041,0.000495041
48,2575.41,2.23407,2.94721,2.00553,0.18532,0.17449,0.13812,0.05039,2.35945,2.96456,2.299,0.000486042,0.000486042,0.000486042
49,2630.7,2.27793,2.93961,2.01767,0.12651,0.17667,0.13352,0.04357,2.35632,2.89957,2.23666,0.000477043,0.000477043,0.000477043
50,2683.68,2.21491,2.86966,1.99549,0.19243,0.17346,0.15805,0.05141,2.3709,2.93616,2.28223,0.000468044,0.000468044,0.000468044
51,2739.24,2.18722,2.8224,1.98179,0.23971,0.2032,0.16907,0.05849,2.31052,2.84041,2.21484,0.000459045,0.000459045,0.000459045
52,2791.5,2.21147,2.87304,2.00981,0.27621,0.20051,0.17452,0.05218,2.3124,2.81986,2.22975,0.000450046,0.000450046,0.000450046
53,2849.31,2.22405,2.84972,2.00481,0.17933,0.17074,0.13409,0.0503,2.29522,2.95124,2.18479,0.000441047,0.000441047,0.000441047
54,2904.94,2.18184,2.80915,1.97302,0.16925,0.20011,0.14615,0.05028,2.31554,2.98286,2.23149,0.000432048,0.000432048,0.000432048
55,2962.98,2.18815,2.76362,1.97718,0.16775,0.21788,0.16634,0.05867,2.31078,2.76259,2.15294,0.000423049,0.000423049,0.000423049
56,3017.44,2.17101,2.75114,1.95203,0.22055,0.19711,0.18739,0.06756,2.26641,2.78468,2.19406,0.000414049,0.000414049,0.000414049
57,3070.53,2.17229,2.74456,1.95963,0.15728,0.19747,0.16371,0.05246,2.35975,2.78075,2.2122,0.00040505,0.00040505,0.00040505
58,3123.16,2.14283,2.6823,1.94568,0.22312,0.25909,0.19614,0.06705,2.32405,2.73897,2.21554,0.000396051,0.000396051,0.000396051
59,3180.98,2.14351,2.69307,1.94063,0.21994,0.24668,0.1785,0.06072,2.32307,2.7609,2.23593,0.000387052,0.000387052,0.000387052
60,3239.83,2.14595,2.67174,1.94216,0.19327,0.2647,0.16863,0.05899,2.31412,2.7447,2.21012,0.000378053,0.000378053,0.000378053
61,3298.64,2.12702,2.66313,1.92774,0.20653,0.22803,0.17146,0.05946,2.31517,2.83064,2.21389,0.000369054,0.000369054,0.000369054
62,3355.21,2.12894,2.59317,1.9287,0.22436,0.21128,0.1675,0.05504,2.32844,2.833,2.20947,0.000360055,0.000360055,0.000360055
63,3409.76,2.13196,2.59516,1.92716,0.29288,0.25413,0.21472,0.07651,2.35771,2.73503,2.26658,0.000351056,0.000351056,0.000351056
64,3460.87,2.1075,2.57938,1.9097,0.2051,0.24087,0.18789,0.06199,2.37086,2.72591,2.24058,0.000342057,0.000342057,0.000342057
65,3511.1,2.10573,2.56808,1.91187,0.16862,0.23517,0.17625,0.06454,2.32351,2.73463,2.25048,0.000333058,0.000333058,0.000333058
66,3563.2,2.11109,2.51686,1.89893,0.24367,0.25914,0.20373,0.06929,2.34127,2.70131,2.25565,0.000324058,0.000324058,0.000324058
67,3615.22,2.08789,2.51294,1.88482,0.21507,0.23943,0.17077,0.06022,2.35088,2.8206,2.2607,0.000315059,0.000315059,0.000315059
68,3673.42,2.08799,2.51831,1.90366,0.25937,0.18753,0.16283,0.05537,2.35767,2.82861,2.23909,0.00030606,0.00030606,0.00030606
69,3728.78,2.07381,2.4869,1.88941,0.25515,0.2626,0.19961,0.06684,2.33265,2.73747,2.24252,0.000297061,0.000297061,0.000297061
70,3780.05,2.02619,2.44396,1.85433,0.21594,0.26581,0.20517,0.07336,2.30284,2.69209,2.22885,0.000288062,0.000288062,0.000288062
71,3833.16,2.04174,2.47435,1.87599,0.28563,0.26224,0.21088,0.07297,2.33894,2.69529,2.24822,0.000279063,0.000279063,0.000279063
72,3889.11,2.03914,2.43318,1.86826,0.25114,0.25192,0.2148,0.07983,2.31783,2.71074,2.24605,0.000270064,0.000270064,0.000270064
73,3940.15,2.0546,2.45092,1.86697,0.2821,0.28323,0.20949,0.08241,2.3106,2.68571,2.20757,0.000261065,0.000261065,0.000261065
74,3989.7,2.03338,2.3464,1.84197,0.30689,0.24758,0.20713,0.07442,2.32867,2.68108,2.23263,0.000252066,0.000252066,0.000252066
75,4040.22,2.0198,2.38889,1.83969,0.25475,0.26437,0.20789,0.07487,2.31367,2.74354,2.21978,0.000243067,0.000243067,0.000243067
76,4087.63,2.0302,2.35833,1.85311,0.3171,0.22855,0.21292,0.0775,2.35655,2.68909,2.25949,0.000234068,0.000234068,0.000234068
77,4138.1,2.02636,2.35629,1.85886,0.23173,0.24798,0.21006,0.07632,2.3602,2.69973,2.2726,0.000225068,0.000225068,0.000225068
78,4187.67,2.00223,2.31684,1.825,0.28438,0.21326,0.20355,0.07554,2.3314,2.66151,2.25002,0.000216069,0.000216069,0.000216069
79,4235.8,2.0155,2.32835,1.85118,0.22573,0.23905,0.19965,0.06872,2.36217,2.68498,2.29255,0.00020707,0.00020707,0.00020707
80,4287.21,1.98734,2.31858,1.83154,0.25451,0.24563,0.18891,0.07004,2.3553,2.71909,2.26906,0.000198071,0.000198071,0.000198071
81,4335.16,1.98242,2.25783,1.80982,0.28187,0.24655,0.19924,0.07258,2.38003,2.68561,2.29611,0.000189072,0.000189072,0.000189072
82,4382.64,1.9642,2.23796,1.80675,0.27779,0.23844,0.19851,0.07067,2.37246,2.63156,2.31147,0.000180073,0.000180073,0.000180073
83,4432.18,1.97808,2.27679,1.81784,0.28112,0.24366,0.21949,0.07325,2.33904,2.62246,2.2668,0.000171074,0.000171074,0.000171074
84,4480.66,1.96486,2.23004,1.80726,0.28147,0.24769,0.20364,0.066,2.41099,2.67522,2.31953,0.000162075,0.000162075,0.000162075
85,4531.23,1.9603,2.22078,1.81048,0.29398,0.25407,0.201,0.07162,2.37995,2.66554,2.30905,0.000153076,0.000153076,0.000153076
86,4579.8,1.95578,2.19575,1.78007,0.23506,0.22852,0.18434,0.06986,2.35556,2.63929,2.2827,0.000144077,0.000144077,0.000144077
87,4628.73,1.92706,2.16321,1.76881,0.25769,0.25615,0.20227,0.07164,2.39979,2.61613,2.32757,0.000135077,0.000135077,0.000135077
88,4680.78,1.91062,2.14805,1.77304,0.25204,0.26711,0.18881,0.06815,2.39002,2.66707,2.3238,0.000126078,0.000126078,0.000126078
89,4731.46,1.93447,2.17203,1.79203,0.32386,0.23285,0.20963,0.07265,2.36311,2.71477,2.28252,0.000117079,0.000117079,0.000117079
90,4780.14,1.92485,2.13524,1.78143,0.25607,0.23966,0.18647,0.06908,2.40081,2.66907,2.32764,0.00010808,0.00010808,0.00010808
91,4833.07,1.86137,2.09875,1.87742,0.28892,0.24535,0.1937,0.06939,2.38071,2.71452,2.30357,9.9081e-05,9.9081e-05,9.9081e-05
92,4883.9,1.83647,2.00173,1.86888,0.29952,0.21746,0.19947,0.06859,2.39741,2.6742,2.3225,9.00819e-05,9.00819e-05,9.00819e-05
93,4933.95,1.81922,1.96068,1.84483,0.29561,0.21047,0.19518,0.06905,2.4312,2.62245,2.36681,8.10828e-05,8.10828e-05,8.10828e-05
94,4982.43,1.81018,1.97147,1.84118,0.26972,0.28455,0.1869,0.06884,2.4072,2.60696,2.34519,7.20837e-05,7.20837e-05,7.20837e-05
95,5030.09,1.80824,1.96482,1.85076,0.28911,0.23241,0.19495,0.06727,2.43848,2.67562,2.36322,6.30846e-05,6.30846e-05,6.30846e-05
96,5080.96,1.79546,1.87878,1.83236,0.26276,0.2552,0.20461,0.07322,2.42189,2.70208,2.3496,5.40855e-05,5.40855e-05,5.40855e-05
97,5128.47,1.80152,1.88649,1.84374,0.28019,0.25403,0.19249,0.07159,2.42139,2.70399,2.36574,4.50864e-05,4.50864e-05,4.50864e-05
98,5177.05,1.794,1.89938,1.81981,0.27006,0.26406,0.19899,0.07164,2.42409,2.70788,2.37153,3.60873e-05,3.60873e-05,3.60873e-05
99,5226.17,1.76848,1.89934,1.82615,0.32126,0.24291,0.21168,0.07544,2.42357,2.69475,2.37516,2.70882e-05,2.70882e-05,2.70882e-05
100,5273.21,1.75058,1.86877,1.80757,0.31884,0.24117,0.21008,0.07441,2.42982,2.71116,2.37915,1.80891e-05,1.80891e-05,1.80891e-05
