epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,246.937,2.55286,2.79327,1.94647,0.35865,0.07619,0.05898,0.01953,2.75457,3.02331,2.07087,0.0010025,0.0010025,0.0010025
22,260.173,2.48687,2.76432,1.95536,0.3929,0.06667,0.06206,0.01815,2.73689,3.0961,2.16132,0.000990125,0.000990125,0.000990125
23,273.88,2.4802,2.72713,1.90623,0.34783,0.04561,0.03318,0.00874,2.93396,3.44015,2.21494,0.00097775,0.00097775,0.00097775
24,286.768,2.44917,2.58615,1.90716,0.09407,0.10368,0.05755,0.0201,2.75006,2.87884,2.10931,0.000965375,0.000965375,0.000965375
25,300.011,2.44873,2.60645,1.88309,0.32627,0.05,0.03944,0.01171,2.84735,3.21662,2.14784,0.000953,0.000953,0.000953
26,312.704,2.41381,2.50301,1.85167,0.65584,0.05952,0.0587,0.01967,2.83118,3.54835,2.16761,0.000940625,0.000940625,0.000940625
27,326.039,2.3829,2.45819,1.84445,0.44773,0.11051,0.07617,0.03058,2.84393,3.05009,2.20925,0.00092825,0.00092825,0.00092825
28,339.249,2.30308,2.33251,1.77526,0.08295,0.08333,0.06678,0.02034,2.8194,3.07977,2.13598,0.000915875,0.000915875,0.000915875
29,351.928,2.32286,2.34733,1.79686,0.13647,0.11236,0.07355,0.0263,2.79799,3.09973,2.16242,0.0009035,0.0009035,0.0009035
30,365.034,2.2615,2.29874,1.7817,0.19363,0.13485,0.10531,0.03808,2.78857,3.04312,2.19333,0.000891125,0.000891125,0.000891125
31,377.661,2.26466,2.25285,1.7738,0.11535,0.15785,0.09248,0.02929,2.74447,2.76647,2.12553,0.00087875,0.00087875,0.00087875
32,391.129,2.18045,2.14082,1.71011,0.3089,0.12689,0.0984,0.03735,2.74829,2.93657,2.1239,0.000866375,0.000866375,0.000866375
33,404.267,2.14883,2.11628,1.71426,0.18311,0.12304,0.07893,0.02781,2.74022,3.0068,2.09338,0.000854,0.000854,0.000854
34,416.7,2.17669,2.12453,1.7176,0.17178,0.21699,0.09922,0.03331,2.73281,2.79226,2.09662,0.000841625,0.000841625,0.000841625
35,429.901,2.169,2.12643,1.73505,0.1434,0.20152,0.11344,0.03567,2.7501,2.86934,2.12341,0.00082925,0.00082925,0.00082925
36,442.514,2.09768,2.02742,1.65851,0.11095,0.16261,0.08847,0.03062,2.78763,2.84066,2.15333,0.000816875,0.000816875,0.000816875
37,455.718,2.13503,1.99976,1.70574,0.40973,0.10368,0.0912,0.0335,2.70018,2.87005,2.15349,0.0008045,0.0008045,0.0008045
38,468.301,2.02924,1.91832,1.62773,0.10768,0.17089,0.08629,0.0296,2.76601,2.7913,2.1765,0.000792125,0.000792125,0.000792125
39,481.56,2.0507,1.94084,1.61677,0.18919,0.16261,0.07632,0.02498,2.74534,2.98793,2.13364,0.00077975,0.00077975,0.00077975
40,494.815,2.02689,1.91097,1.64323,0.18458,0.15308,0.10482,0.04067,2.71538,2.97633,2.05792,0.000767375,0.000767375,0.000767375
41,507.234,1.97609,1.83661,1.58414,0.2035,0.18603,0.12422,0.05245,2.71585,2.79255,2.06457,0.000755,0.000755,0.000755
42,520.621,1.97984,1.80324,1.58328,0.11655,0.14643,0.08008,0.02671,2.73743,2.87037,2.08009,0.000742625,0.000742625,0.000742625
43,532.953,1.9667,1.78759,1.58506,0.40883,0.1539,0.09503,0.03422,2.81162,2.93854,2.18448,0.00073025,0.00073025,0.00073025
44,546.275,1.9298,1.78039,1.55153,0.15026,0.17998,0.06252,0.02237,2.85259,3.16891,2.10306,0.000717875,0.000717875,0.000717875
45,559.511,1.89154,1.69265,1.52922,0.24925,0.14962,0.12711,0.04637,2.75716,2.79087,2.19451,0.0007055,0.0007055,0.0007055
46,571.883,1.9395,1.7318,1.5604,0.20899,0.15855,0.08288,0.02844,2.81687,3.36999,2.1202,0.000693125,0.000693125,0.000693125
47,585.253,1.92884,1.73529,1.56627,0.22704,0.16867,0.13579,0.04848,2.66854,2.77611,2.10204,0.00068075,0.00068075,0.00068075
48,597.724,1.86226,1.63465,1.51162,0.20791,0.1645,0.12519,0.04085,2.71317,2.80952,2.13067,0.000668375,0.000668375,0.000668375
49,610.984,1.90946,1.65241,1.53235,0.20237,0.1658,0.13199,0.0579,2.70731,2.90064,2.15689,0.000656,0.000656,0.000656
50,624.207,1.89333,1.6438,1.52694,0.25359,0.20708,0.15488,0.04099,2.76964,2.93989,2.11139,0.000643625,0.000643625,0.000643625
51,636.808,1.86274,1.63923,1.52317,0.20671,0.20758,0.13831,0.04292,2.71522,2.79959,2.10596,0.00063125,0.00063125,0.00063125
52,649.987,1.81135,1.51367,1.46821,0.23406,0.17056,0.13107,0.04992,2.7324,2.85329,2.12907,0.000618875,0.000618875,0.000618875
53,662.428,1.78425,1.52003,1.47641,0.25678,0.14913,0.12795,0.04758,2.71536,3.00919,2.15851,0.0006065,0.0006065,0.0006065
54,675.681,1.79834,1.538,1.50283,0.3124,0.26372,0.14388,0.04866,2.8164,2.86471,2.20474,0.000594125,0.000594125,0.000594125
55,688.896,1.81119,1.48343,1.45197,0.36765,0.13117,0.15546,0.05247,2.70213,2.67795,2.13534,0.00058175,0.00058175,0.00058175
56,701.377,1.74802,1.45432,1.45662,0.22272,0.21889,0.14316,0.0523,2.72,2.73652,2.16787,0.000569375,0.000569375,0.000569375
57,714.619,1.7138,1.36693,1.4227,0.14779,0.13166,0.08746,0.02601,2.82455,2.93742,2.20688,0.000557,0.000557,0.000557
58,727.148,1.71638,1.41242,1.3982,0.14549,0.152,0.09582,0.03115,2.79752,2.90155,2.17435,0.000544625,0.000544625,0.000544625
59,740.388,1.66354,1.37774,1.3869,0.26671,0.22652,0.17623,0.05568,2.73499,2.75267,2.15562,0.00053225,0.00053225,0.00053225
60,752.979,1.68174,1.382,1.41912,0.29105,0.17186,0.18387,0.05993,2.73663,2.94822,2.15485,0.000519875,0.000519875,0.000519875
61,766.407,1.6796,1.38093,1.40815,0.35443,0.14876,0.14857,0.04913,2.89925,2.82058,2.28389,0.0005075,0.0005075,0.0005075
62,779.679,1.62857,1.30043,1.37349,0.20401,0.14913,0.12239,0.04407,2.8226,2.96372,2.22411,0.000495125,0.000495125,0.000495125
63,792.581,1.61791,1.29591,1.35826,0.15086,0.18398,0.10307,0.03577,2.77983,3.07721,2.18384,0.00048275,0.00048275,0.00048275
64,805.707,1.63218,1.30033,1.36912,0.27988,0.2293,0.14974,0.04634,2.75636,2.7981,2.18255,0.000470375,0.000470375,0.000470375
65,817.365,1.61654,1.28711,1.35113,0.17533,0.10238,0.08204,0.02724,2.94576,3.13188,2.33039,0.000458,0.000458,0.000458
66,830.157,1.64731,1.30173,1.35833,0.21401,0.19486,0.14585,0.05181,2.81899,2.76773,2.21915,0.000445625,0.000445625,0.000445625
67,842.924,1.5619,1.23368,1.35833,0.28907,0.24637,0.18146,0.05918,2.79293,2.71132,2.22475,0.00043325,0.00043325,0.00043325
68,855.118,1.58255,1.27062,1.36771,0.19603,0.23048,0.13867,0.04628,2.76206,2.83041,2.22322,0.000420875,0.000420875,0.000420875
69,868.884,1.5747,1.2449,1.34241,0.27312,0.20384,0.14619,0.04485,2.9035,3.02855,2.32634,0.0004085,0.0004085,0.0004085
70,881.297,1.53618,1.22343,1.33116,0.27352,0.20542,0.17597,0.06328,2.85652,2.83934,2.2641,0.000396125,0.000396125,0.000396125
71,894.49,1.57279,1.22762,1.32726,0.31413,0.16718,0.13717,0.05006,2.84709,3.0635,2.20928,0.00038375,0.00038375,0.00038375
72,907.825,1.5173,1.1727,1.30643,0.29292,0.15915,0.1523,0.06061,2.85629,3.02035,2.25723,0.000371375,0.000371375,0.000371375
73,920.299,1.50786,1.15682,1.31262,0.35856,0.19755,0.182,0.05757,2.87226,2.74446,2.26632,0.000359,0.000359,0.000359
74,933.545,1.45774,1.13838,1.30146,0.3546,0.15082,0.15561,0.0561,2.90142,2.9118,2.21615,0.000346625,0.000346625,0.000346625
75,946.042,1.46737,1.12412,1.30391,0.31247,0.18712,0.13854,0.04607,2.81891,2.82984,2.20599,0.00033425,0.00033425,0.00033425
76,959.283,1.43479,1.11316,1.262,0.30084,0.18717,0.16544,0.0535,2.84217,2.71393,2.24516,0.000321875,0.000321875,0.000321875
77,972.452,1.4315,1.11351,1.26577,0.29933,0.23631,0.20647,0.06874,2.9031,2.76185,2.29679,0.0003095,0.0003095,0.0003095
78,984.974,1.46161,1.0975,1.27315,0.22224,0.24603,0.14628,0.04549,2.81585,2.85553,2.22074,0.000297125,0.000297125,0.000297125
79,998.189,1.42022,1.09066,1.27318,0.58609,0.13979,0.17498,0.06261,2.90988,2.83906,2.33024,0.00028475,0.00028475,0.00028475
80,1010.76,1.42549,1.05911,1.25202,0.39958,0.17998,0.17714,0.07092,2.90244,2.77136,2.30934,0.000272375,0.000272375,0.000272375
81,1023.97,1.41263,1.08498,1.25259,0.24411,0.23942,0.16308,0.05462,2.87583,2.78159,2.28483,0.00026,0.00026,0.00026
82,1036.43,1.37193,1.02503,1.245,0.26307,0.21521,0.20127,0.06798,2.78465,2.7641,2.26052,0.000247625,0.000247625,0.000247625
83,1049.63,1.42165,1.04258,1.25692,0.23766,0.22849,0.17134,0.06327,2.82732,2.84581,2.25558,0.00023525,0.00023525,0.00023525
84,1062.78,1.36372,1.03545,1.22246,0.28069,0.23842,0.16341,0.05317,2.88327,2.86197,2.31164,0.000222875,0.000222875,0.000222875
85,1075.37,1.35998,1.03006,1.22729,0.26628,0.23842,0.17297,0.062,2.89266,2.7813,2.33814,0.0002105,0.0002105,0.0002105
86,1088.59,1.35548,1.0128,1.22493,0.29574,0.19058,0.169,0.05972,2.8826,2.93686,2.28953,0.000198125,0.000198125,0.000198125
87,1101.1,1.34059,1.00968,1.21196,0.39003,0.20919,0.18282,0.07016,2.83754,2.81572,2.26956,0.00018575,0.00018575,0.00018575
88,1114.34,1.33448,0.98561,1.20316,0.21918,0.27536,0.18874,0.06374,2.81621,2.80662,2.23932,0.000173375,0.000173375,0.000173375
89,1127.54,1.32208,0.98355,1.19971,0.29997,0.23685,0.19883,0.07141,2.86936,2.72023,2.26831,0.000161,0.000161,0.000161
90,1139.82,1.35425,0.99697,1.22545,0.1855,0.20855,0.15312,0.06249,2.83085,2.87025,2.25074,0.000148625,0.000148625,0.000148625
91,1153.69,1.29167,0.96853,1.24476,0.40626,0.20568,0.20198,0.08246,2.87579,2.79548,2.32756,0.00013625,0.00013625,0.00013625
92,1166.42,1.24761,0.91906,1.22348,0.27815,0.18247,0.18924,0.07607,2.87805,2.81857,2.34274,0.000123875,0.000123875,0.000123875
93,1179.68,1.21767,0.88237,1.21317,0.45643,0.152,0.18249,0.06907,2.81777,2.86463,2.33162,0.0001115,0.0001115,0.0001115
94,1192.96,1.20605,0.86041,1.20243,0.32723,0.20802,0.19604,0.06923,2.87153,2.96589,2.29253,9.9125e-05,9.9125e-05,9.9125e-05
95,1205.46,1.19987,0.84629,1.18072,0.36388,0.16629,0.17184,0.06513,2.83336,2.92599,2.29375,8.675e-05,8.675e-05,8.675e-05
96,1218.71,1.16766,0.83403,1.17185,0.38972,0.16629,0.19123,0.07506,2.88626,2.87353,2.35862,7.4375e-05,7.4375e-05,7.4375e-05
97,1231.14,1.17221,0.84025,1.18843,0.36812,0.23079,0.21015,0.08313,2.87005,2.83414,2.33407,6.2e-05,6.2e-05,6.2e-05
98,1244.37,1.14349,0.81969,1.16566,0.32048,0.2559,0.23253,0.0765,2.85947,2.92571,2.33419,4.9625e-05,4.9625e-05,4.9625e-05
99,1256.83,1.1528,0.8305,1.16853,0.39721,0.19378,0.20829,0.07847,2.85364,2.89675,2.30992,3.725e-05,3.725e-05,3.725e-05
100,1270.13,1.12908,0.82621,1.15656,0.255,0.24263,0.1878,0.0713,2.86749,2.92991,2.34165,2.4875e-05,2.4875e-05,2.4875e-05
